grad_str,grad_duration,delta,b,avg,duration,v1,v2,v3,v4,v5
0.01, 10, 10, 0.01, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.01, 20, 10, 0.07, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.01, 50, 10, 0.78, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.01, 100, 10, 5.51, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.01, 200, 10, 41.23, 0.001291, 3855.7142612934113, 0.000499, 0.001386, 0.00232, 0.000792, 0.001458
0.01, 200, 400, 152.89, 0.001357, 7059.988214492798, 0.00172, 0.001138, 0.0013, 0.001409, 0.001217
0.02, 10, 10, 0.05, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.02, 20, 10, 0.27, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.02, 50, 10, 3.11, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.02, 100, 10, 22.05, 0.001481, 1811.456585407257, 0.001119, 0.001402, 0.001997, 0.001632, 0.001256
0.01, 400, 400, 765.01, 0.001085, 10634.54191327095, 0.001697, 0.000517, 0.000899, 0.001804, 0.000506
0.02, 10, 400, 1.16, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.02, 20, 400, 4.73, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.02, 200, 10, 164.91, 0.001252, 3504.7767679691315, 0.001259, 0.00125, 0.001243, 0.001241, 0.001265
0.02, 50, 400, 31.03, 0.000545, 4303.616228342056, 0.001012, 0.000652, 0.001374, 0.000622, -0.000933
0.05, 400, 10, 1273.49, 0.001383, 6668.429737567902, 0.001533, 0.001053, 0.001614, 0.0009, 0.001817
0.035, 10, 10, 0.15, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.035, 20, 10, 0.82, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.035, 50, 10, 9.54, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.035, 100, 10, 67.51, 0.001261, 1858.5696070194244, 0.001357, 0.00135, 0.00126, 0.001089, 0.001251
0.02, 100, 400, 133.71, 0.001197, 5242.4210431575775, 0.001207, 0.00132, 0.001042, 0.001218, 0.001196
0.035, 200, 10, 505.04, 0.001179, 3486.4431710243225, 0.001185, 0.001169, 0.001182, 0.001093, 0.001264
0.035, 400, 10, 3900.07, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.05, 10, 10, 0.3, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.05, 20, 10, 1.67, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.05, 50, 10, 19.46, 0.001227, 1036.2564957141876, 0.000936, 0.001109, 0.001645, 0.001358, 0.001086
0.05, 100, 10, 137.78, 0.001124, 1856.0600805282593, 0.001185, 0.001049, 0.001254, 0.001114, 0.001019
0.02, 200, 400, 611.55, 0.001289, 6897.978177547455, 0.001331, 0.001551, 0.001247, 0.001136, 0.001182
0.05, 200, 10, 1030.7, 0.001192, 3451.2824087142944, 0.001157, 0.001007, 0.001411, 0.001178, 0.001205
0.05, 400, 10, 7959.32, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.1, 10, 10, 1.2, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.1, 20, 10, 6.7, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.1, 50, 10, 77.84, 0.001122, 987.4552187919617, 0.001035, 0.001248, 0.001146, 0.001167, 0.001016
0.1, 100, 10, 551.14, 0.001122, 1889.4717226028442, 0.001168, 0.00108, 0.001144, 0.001103, 0.001118
0.1, 200, 10, 4122.81, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.1, 400, 10, 31837.27, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.2, 10, 10, 4.78, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.2, 20, 10, 26.8, 0.000906, 519.0658872127533, 0.000865, 0.000794, 0.000832, 0.000787, 0.001251
0.2, 50, 10, 311.36, 0.001088, 1060.084542274475, 0.001146, 0.001049, 0.001098, 0.001059, 0.001088
0.2, 100, 10, 2204.56, 0.000719, 1943.0336182117462, 0.000537, 0.001021, 0.000477, 0.000481, 0.001077
0.2, 200, 10, 16491.25, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.2, 400, 10, 127349.08, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.01, 10, 20, 0.02, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.01, 20, 20, 0.1, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.01, 50, 20, 0.96, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.01, 100, 20, 6.23, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.02, 400, 400, 3060.04, -0.000254, 10563.217789649963, -0.000967, -0.00026, 5e-05, 2.5e-05, -0.000116
0.035, 10, 400, 3.57, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.01, 200, 20, 44.09, 0.001047, 3680.472852706909, 0.000967, 0.000948, 0.001294, 0.000973, 0.001053
0.035, 20, 400, 14.5, 0.002067, 4265.370924949646, 0.001693, 0.001897, 0.003492, 0.001596, 0.001655
0.035, 50, 400, 95.02, 0.001286, 4742.115649223328, 0.001322, 0.001297, 0.001427, 0.001195, 0.001191
0.01, 400, 20, 329.82, 0.001222, 7678.677487850189, 0.001407, 0.001119, 0.001097, 0.001358, 0.001128
0.02, 10, 20, 0.08, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.02, 20, 20, 0.38, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.02, 50, 20, 3.83, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.02, 100, 20, 24.91, 0.001118, 2260.0090613365173, 0.001329, 0.001153, 0.000656, 0.001096, 0.001355
0.035, 100, 400, 409.47, 0.001216, 5280.278327226639, 0.001065, 0.001198, 0.001341, 0.001253, 0.00122
0.02, 200, 20, 176.36, 0.001108, 4152.618641614914, 0.00105, 0.00093, 0.001195, 0.001237, 0.001129
0.035, 200, 400, 1872.87, 0.000417, 7158.823095798492, 0.000323, 0.000534, 0.000837, 0.000341, 5.2e-05
0.035, 400, 400, 9371.38, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.05, 10, 400, 7.28, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.05, 400, 20, 1319.3, 0.000722, 7726.7994158267975, 0.001022, 0.000743, 0.000636, 0.000386, 0.000824
0.035, 10, 20, 0.23, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.035, 20, 20, 1.17, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.035, 50, 20, 11.73, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.05, 20, 400, 29.59, 0.000997, 4061.8476741313934, 0.000833, 0.001127, 0.000718, 0.000568, 0.001139
0.035, 100, 20, 76.28, 0.001106, 1901.2575390338898, 0.001144, 0.000926, 0.00112, 0.001143, 0.0012
0.035, 200, 20, 540.12, 0.001194, 4060.8722066879272, 0.001208, 0.00118, 0.001219, 0.001255, 0.001105
0.035, 400, 20, 4040.36, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.05, 10, 20, 0.48, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.05, 20, 20, 2.39, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.05, 50, 400, 193.93, 0.001156, 4384.193056344986, 0.000909, 0.001266, 0.001139, 0.001098, 0.001367
0.05, 50, 20, 23.93, 0.001319, 1377.2436525821686, 0.00117, 0.001339, 0.001018, 0.001241, 0.001827
0.05, 100, 20, 155.68, 0.001113, 2278.7882792949677, 0.001065, 0.001043, 0.001117, 0.001199, 0.001139
0.05, 100, 400, 835.66, 0.001086, 4974.983085393906, 0.001019, 0.001102, 0.001158, 0.001166, 0.000986
0.05, 200, 400, 3822.19, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.05, 400, 400, 19125.27, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.05, 200, 20, 1102.28, 0.001172, 4775.006947755814, 0.001233, 0.000944, 0.001349, 0.001145, 0.001191
0.05, 400, 20, 8245.62, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.1, 10, 20, 1.91, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.1, 20, 20, 9.56, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.1, 10, 400, 29.11, 0.001065, 3371.6888053417206, 0.000864, 0.001321, 0.000902, 0.001079, 0.001157
0.1, 50, 20, 95.73, 0.001087, 1808.4114029407501, 0.001018, 0.001215, 0.001095, 0.001031, 0.001075
0.1, 20, 400, 118.36, 0.001198, 3450.0929956436157, 0.001119, 0.001113, 0.001171, 0.001495, 0.001094
0.1, 100, 20, 622.72, 0.00113, 2544.8301599025726, 0.001043, 0.00119, 0.00111, 0.001274, 0.001032
0.1, 200, 20, 4409.12, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.1, 400, 20, 32982.5, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.2, 10, 20, 7.64, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.2, 20, 20, 38.25, 0.001014, 655.132114648819, 0.000988, 0.001091, 0.001051, 0.001154, 0.000789
0.2, 50, 20, 382.93, 0.001174, 1195.7451820373535, 0.001021, 0.001135, 0.001089, 0.001226, 0.000819
0.1, 50, 400, 775.71, 0.00115, 4291.991233587265, 0.001181, 0.001022, 0.001243, 0.001193, 0.001113
0.2, 100, 20, 2490.87, 0.000677, 2254.155723810196, 0.000403, 0.000563, 0.000991, 0.000779, 0.000647
0.2, 200, 20, 17636.47, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.2, 400, 20, 131929.98, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.01, 10, 50, 0.04, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.01, 20, 50, 0.18, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.01, 50, 50, 1.49, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.01, 100, 50, 8.37, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.01, 200, 50, 52.68, 0.001086, 4196.213212013245, 0.000638, 0.00087, 0.001328, 0.001285, 0.001309
0.1, 100, 400, 3342.63, -0.000251, 5425.171269416809, -0.000356, 6.6e-05, -0.000934, -0.00029, 0.00026
0.1, 200, 400, 15288.76, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.1, 400, 400, 76501.07, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.2, 10, 400, 116.44, 0.00125, 3789.0125529766083, 0.001218, 0.001081, 0.001312, 0.001212, 0.001429
0.01, 400, 50, 364.18, 0.001225, 7174.711882829666, 0.001025, 0.001218, 0.001359, 0.001197, 0.001326
0.02, 10, 50, 0.16, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.02, 20, 50, 0.73, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.02, 50, 50, 5.98, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.2, 20, 400, 473.44, 0.001142, 3616.2662098407745, 0.001076, 0.001167, 0.001293, 0.000976, 0.001198
0.02, 100, 50, 33.5, 0.001385, 2384.7062680721283, 0.001432, 0.001756, 0.001401, 0.001497, 0.00084
0.2, 50, 400, 3102.85, -4.4e-05, 4086.202816724777, -7.2e-05, 5e-05, 0.000375, -0.000105, -0.000467
0.2, 100, 400, 13370.51, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.2, 200, 400, 61155.05, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.2, 400, 400, 306004.27, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.01, 10, 800, 0.58, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.01, 20, 800, 2.33, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.02, 200, 50, 210.72, 0.001217, 4425.134010076523, 0.001246, 0.001205, 0.001286, 0.001175, 0.001172
0.01, 50, 800, 14.91, 0.000339, 7451.951719522476, 0.00272, -0.002806, -0.001248, 0.001662, 0.001366
0.05, 400, 50, 1456.73, 0.000937, 7182.683620214462, 0.001431, 0.000145, 0.002062, 0.000499, 0.000547
0.035, 10, 50, 0.5, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.035, 20, 50, 2.22, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.035, 50, 50, 18.3, 0.001176, 1329.9422602653503, 0.001228, 0.001198, 0.001302, 0.000401, 0.001752
0.035, 100, 50, 102.59, 0.00112, 2093.6526429653168, 0.001045, 0.001282, 0.001113, 0.000955, 0.001202
0.035, 200, 50, 645.33, 0.001231, 3535.208610057831, 0.001303, 0.001206, 0.001283, 0.001238, 0.001125
0.035, 400, 50, 4461.23, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.05, 10, 50, 1.01, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.05, 20, 50, 4.54, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.01, 100, 800, 62.06, 0.001101, 9139.056080579758, 0.000376, 0.00026, 0.000599, 0.002502, 0.00177
0.05, 50, 50, 37.35, 0.001082, 1339.6919100284576, 0.001443, 0.001297, 0.000689, 0.000961, 0.001019
0.05, 100, 50, 209.36, 0.001113, 2306.6410126686096, 0.001147, 0.001111, 0.001197, 0.001073, 0.001035
0.05, 200, 50, 1317.01, 0.001022, 4053.2442214488983, 0.000913, 0.001041, 0.000856, 0.001501, 0.0008
0.05, 400, 50, 9104.54, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.1, 10, 50, 4.06, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.1, 20, 50, 18.15, 0.000953, 916.7362115383148, 0.001153, 0.000918, 0.00059, 0.001149, 0.000955
0.1, 50, 50, 149.42, 0.001128, 1520.4687502384186, 0.001219, 0.001168, 0.001101, 0.001036, 0.001114
0.01, 200, 800, 267.41, 0.001235, 10566.167032241821, 0.001396, 0.000834, 0.00118, 0.001386, 0.001381
0.1, 100, 50, 837.45, 0.001157, 2261.175714969635, 0.001112, 0.001157, 0.001303, 0.001046, 0.001167
0.1, 200, 50, 5268.04, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.1, 400, 50, 36418.17, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.2, 10, 50, 16.23, 0.001007, 727.6802463531494, 0.001441, 0.000894, 0.000983, 0.000894, 0.000823
0.2, 20, 50, 72.61, 0.001091, 935.0639154911041, 0.00094, 0.001238, 0.001239, 0.000978, 0.001059
0.2, 50, 50, 597.66, 0.001111, 1626.943597316742, 0.001117, 0.001143, 0.00108, 0.001102, 0.001115
0.2, 100, 50, 3349.78, 9.2e-05, 2361.7734994888306, -8.7e-05, 0.0003, -6.7e-05, 0.000499, -0.000184
0.2, 200, 50, 21072.15, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.2, 400, 50, 145672.69, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.01, 10, 100, 0.08, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.01, 20, 100, 0.32, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.01, 50, 100, 2.39, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.01, 100, 100, 11.95, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.01, 200, 100, 67.0, 0.001134, 4382.665011882782, 0.000731, 0.001414, 0.001244, 0.00115, 0.001131
0.02, 10, 800, 2.31, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.02, 20, 800, 9.32, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.01, 400, 100, 421.44, 0.001198, 7432.880940198898, 0.001417, 0.001295, 0.001129, 0.000855, 0.001296
0.02, 10, 100, 0.31, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.02, 20, 100, 1.3, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.02, 50, 100, 9.56, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.02, 100, 100, 47.81, 0.000998, 2573.614774942398, 0.001424, 0.00066, 0.000624, 0.001573, 0.000713
0.02, 50, 800, 59.66, 0.001654, 8703.377959489822, 0.001305, 0.001174, 0.00097, 0.002457, 0.001363
0.02, 200, 100, 267.98, 0.00119, 4412.6382710933685, 0.00106, 0.001193, 0.00125, 0.001182, 0.001263
0.02, 100, 800, 248.23, 0.001262, 8872.763558626175, 0.001494, 0.001422, 0.00141, 0.001094, 0.00089
0.02, 400, 100, 1685.77, 0.00074, 8517.526909828186, 0.000128, 0.001307, 0.00137, 0.000554, 0.000339
0.035, 10, 100, 0.94, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.035, 20, 100, 3.98, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.035, 50, 100, 29.26, 0.00091, 1933.1865141391754, 0.000826, 0.00078, 0.000975, 0.000677, 0.001293
0.035, 100, 100, 146.43, 0.001132, 2560.3711426258087, 0.001216, 0.001159, 0.001071, 0.001168, 0.001047
0.02, 200, 800, 1069.64, 0.00128, 10537.626972675323, 0.000813, 0.002493, 0.001022, 0.001225, 0.000846
0.02, 400, 800, 4892.4, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.035, 10, 800, 7.07, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.035, 200, 100, 820.7, 0.001106, 4690.648162603378, 0.001201, 0.00109, 0.001262, 0.000931, 0.001045
0.035, 400, 100, 5162.68, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.05, 10, 100, 1.91, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.05, 20, 100, 8.12, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.05, 50, 100, 59.72, 0.001081, 2254.3973557949066, 0.001063, 0.001021, 0.001252, 0.000863, 0.001206
0.05, 100, 100, 298.83, 0.00119, 3138.177438735962, 0.001259, 0.001133, 0.001171, 0.001174, 0.001211
0.035, 20, 800, 28.53, 0.00124, 7029.828163385391, -9.2e-05, 0.001005, 0.000726, 0.001771, 0.002791
0.05, 200, 100, 1674.89, 0.000699, 4330.832836151123, 0.000727, 0.000669, 0.000809, 0.000677, 0.000614
0.05, 400, 100, 10536.08, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.1, 10, 100, 7.64, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111, -1.11111
0.1, 20, 100, 32.47, 0.001125, 1239.661081790924, 0.001168, 0.000941, 0.000729, 0.001393, 0.001395
0.1, 50, 100, 238.89, 0.001165, 1844.306785106659, 0.001143, 0.001264, 0.001147, 0.001082, 0.001188
0.035, 50, 800, 182.71, 0.001205, 7201.200751781464, 0.00134, 0.00099, 0.001249, 0.001004, 0.00144
